UNIFAC_parameters

-type
  classic
  
-list_of_main_groups
  28  28  0.0       0.0  0.0  0.0       0.0  0.0
  28  34  -130.92   0.0  0.0  415.09    0.0  0.0
  29  0   298.65    0.0  0.0  0.9       0.0  0.0
  29  2   128.05    0.0  0.0  0.1       0.0  0.0
  29  3   143.36    0.0  0.0  0.54      0.0  0.0
  29  29  0.0       0.0  0.0  0.0       0.0  0.0
  30  0   -118.26   0.0  0.0  -82.89    0.0  0.0
  30  1   -262.82   0.0  0.0  -294.21   0.0  0.0
  30  2   -41.52    0.0  0.0  -227.29   0.0  0.0
  30  3   283.09    0.0  0.0  -185.05   0.0  0.0
  30  4   738.25    0.0  0.0  485.28    0.0  0.0
  30  30  0.0       0.0  0.0  0.0       0.0  0.0
  31  0   211.83    0.0  0.0  0.7       0.0  0.0
  31  1   150.25    0.0  0.0  7.97      0.0  0.0
  31  2   22.93     0.0  0.0  0.05      0.0  0.0
  31  3   -166.21   0.0  0.0  655.24    0.0  0.0
  31  18  170.67    0.0  0.0  2.78      0.0  0.0
  31  31  0.0       0.0  0.0  0.0       0.0  0.0
  32  0   196.64    0.0  0.0  0.4       0.0  0.0
  32  1   -88.93    0.0  0.0  245.89    0.0  0.0
  32  2   -188.42   0.0  0.0  359.81    0.0  0.0
  32  3   69.33     0.0  0.0  0.06      0.0  0.0
  32  4   189.16    0.0  0.0  -204.48   0.0  0.0
  32  8   279.51    0.0  0.0  -169.35   0.0  0.0
  32  9   -11.7     0.0  0.0  271.34    0.0  0.0
  32  10  -96.37    0.0  0.0  106.05    0.0  0.0
  32  32  0.0       0.0  0.0  0.0       0.0  0.0
  33  0   201.47    0.0  0.0  100.22    0.0  0.0
